flow_id,src_ip,dst_ip,dst_port,is_malicious,beacon_type,mitre_technique_id,dst_domain
flow_002997,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001628,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002048,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002998,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001629,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002999,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002049,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001630,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003000,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002050,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001631,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003001,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002051,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003002,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001632,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002052,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_003003,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002053,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001633,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003004,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002054,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001634,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003005,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002055,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001635,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003006,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002056,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001636,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003007,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002057,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002058,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002059,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001637,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003008,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002060,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001638,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003009,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002061,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_003010,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001639,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002062,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_003011,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001640,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002063,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003012,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001641,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002064,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_003013,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001642,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002065,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_003014,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_003015,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001643,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002066,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002067,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003016,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001644,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003017,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002068,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001645,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003018,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002069,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001646,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003019,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002070,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001647,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003020,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002071,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001648,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003021,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002072,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001649,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003022,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002073,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001650,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_003023,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_002074,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001651,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003024,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002075,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003025,10.144.126.55,151.230.216.44,8080,1,jittered,T1071.001;T1573,
flow_001652,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002076,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001653,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002077,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002078,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001654,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002079,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001655,10.243.51.245,67.145.110.66,443,1,fixed,T1071.001,
flow_002080,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001188,10.179.90.248,52.251.26.45,443,0,none,,update.microsoft.com
flow_002081,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002082,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002083,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002084,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002085,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002086,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002087,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002088,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002089,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002090,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002091,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002092,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002093,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002094,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002095,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002096,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002097,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002098,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002099,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002100,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002101,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002102,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002103,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002104,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002105,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002106,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002107,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002108,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002109,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_002110,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002111,10.41.185.60,151.106.21.224,8080,1,jittered,T1071.001;T1573,
flow_001456,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001457,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001458,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001459,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001460,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001461,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001462,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001463,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001464,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001465,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001466,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001467,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001468,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001469,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001470,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001471,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001472,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001222,10.176.219.131,52.92.122.16,443,0,none,,update.microsoft.com
flow_001473,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001474,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001475,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001476,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001477,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001478,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001479,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001480,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001481,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001482,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001483,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001484,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001485,10.163.228.160,185.47.117.137,443,1,fixed,T1071.001,
flow_001123,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001124,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001125,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001126,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001127,10.68.182.114,185.120.248.195,443,0,none,,
flow_001128,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001129,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001130,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001131,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001132,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001133,10.68.182.114,185.120.248.195,443,0,none,,
flow_001134,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001135,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001136,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001137,10.68.182.114,185.120.248.195,443,0,none,,
flow_001138,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001139,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001140,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001141,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001142,10.68.182.114,185.120.248.195,443,0,none,,streaming-service.net
flow_001205,10.46.239.56,40.135.231.147,443,0,none,,update.microsoft.com
flow_001508,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001509,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001510,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001511,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001512,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001513,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001514,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001515,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001516,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001517,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001518,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001519,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001520,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001521,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001522,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001523,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001524,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001525,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001526,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001527,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001528,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001529,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001530,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001531,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001532,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001533,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001534,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001535,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001536,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001537,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001538,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001539,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001540,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001541,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001542,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001543,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001544,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001545,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001546,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001547,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001548,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001549,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,
flow_001550,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001551,10.238.77.245,198.236.220.30,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001189,10.179.90.248,52.251.26.45,443,0,none,,update.microsoft.com
flow_000656,10.85.233.19,20.108.3.8,443,0,none,,
flow_000657,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000658,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000659,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000660,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000661,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000662,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000663,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000664,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000665,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000666,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000667,10.85.233.19,20.108.3.8,443,0,none,,
flow_000668,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000669,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000670,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000671,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000672,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000673,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000674,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000675,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000676,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000677,10.85.233.19,20.108.3.8,443,0,none,,
flow_000678,10.85.233.19,20.108.3.8,443,0,none,,example.com
flow_000262,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000263,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000264,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000265,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000266,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000267,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000268,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000269,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000270,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000271,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000272,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000273,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000274,10.127.106.50,104.234.124.89,80,0,none,,
flow_000275,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000276,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000277,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000278,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_000279,10.127.106.50,104.234.124.89,80,0,none,,
flow_000280,10.127.106.50,104.234.124.89,80,0,none,,example.com
flow_001223,10.176.219.131,52.92.122.16,443,0,none,,update.microsoft.com
flow_001206,10.46.239.56,40.135.231.147,443,0,none,,update.microsoft.com
flow_001224,10.176.219.131,52.92.122.16,443,0,none,,update.microsoft.com
flow_001225,10.176.219.131,52.92.122.16,443,0,none,,update.microsoft.com
flow_000949,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000950,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000951,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000952,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000953,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000954,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000955,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000956,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000957,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000958,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000959,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000960,10.16.46.129,93.38.203.77,80,0,none,,
flow_001003,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001004,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001005,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000961,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000962,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001006,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000963,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001007,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000964,10.16.46.129,93.38.203.77,80,0,none,,
flow_001008,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000965,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001009,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000966,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001010,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000967,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001011,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000968,10.16.46.129,93.38.203.77,80,0,none,,
flow_001012,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001013,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000969,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001014,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000970,10.16.46.129,93.38.203.77,80,0,none,,
flow_001015,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000971,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000972,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001016,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000973,10.16.46.129,93.38.203.77,80,0,none,,
flow_001017,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001018,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001019,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000974,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001020,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000975,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001021,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000976,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001022,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001023,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000977,10.16.46.129,93.38.203.77,80,0,none,,
flow_001024,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001025,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000978,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001026,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000979,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000980,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000981,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000982,10.16.46.129,93.38.203.77,80,0,none,,
flow_001027,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000983,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000984,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000985,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001028,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001029,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001030,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001031,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000986,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001032,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001033,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001034,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000987,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001035,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000988,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000989,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000990,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000991,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000992,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000993,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001036,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001037,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001038,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000994,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000995,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000996,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001039,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001040,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000997,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_000998,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001041,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_000999,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001000,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001042,10.77.221.64,23.184.192.235,443,0,none,,example.com
flow_001001,10.16.46.129,93.38.203.77,80,0,none,,example.com
flow_001002,10.16.46.129,93.38.203.77,80,0,none,,example.com
