flow_id,src_ip,dst_ip,dst_port,timestamp,packet_size,protocol,connection_duration,bytes_sent,bytes_received,is_failed,has_dns_lookup,dst_domain
flow_002778,10.128.212.243,93.200.56.234,443,2024-01-15T21:11:17.477874+0000,793,TCP,3.783,235,606,0.0,1,sneaky-update-service.com
flow_002035,10.41.185.60,151.106.21.224,8080,2024-01-15T21:11:18.878770+0000,228,TCP,3.87,82,145,0.0,0,
flow_002985,10.144.126.55,151.230.216.44,8080,2024-01-15T21:11:56.931173+0000,766,TCP,2.513,417,337,0.0,1,sneaky-update-service.com
flow_002036,10.41.185.60,151.106.21.224,8080,2024-01-15T21:12:15.499543+0000,241,TCP,3.793,150,82,0.0,1,sneaky-update-service.com
flow_001617,10.243.51.245,67.145.110.66,443,2024-01-15T21:12:15.813382+0000,438,TCP,1.408,235,207,0.0,0,
flow_002986,10.144.126.55,151.230.216.44,8080,2024-01-15T21:12:36.941815+0000,672,TCP,2.207,378,301,0.0,0,
flow_002037,10.41.185.60,151.106.21.224,8080,2024-01-15T21:13:09.477844+0000,244,TCP,2.559,67,175,0.0,0,
flow_001618,10.243.51.245,67.145.110.66,443,2024-01-15T21:13:15.889381+0000,438,TCP,3.354,199,229,0.0,0,
flow_002987,10.144.126.55,151.230.216.44,8080,2024-01-15T21:13:41.826811+0000,690,TCP,1.811,337,332,0.0,1,sneaky-update-service.com
flow_002038,10.41.185.60,151.106.21.224,8080,2024-01-15T21:14:11.034136+0000,206,TCP,4.815,102,100,0.0,0,
flow_001619,10.243.51.245,67.145.110.66,443,2024-01-15T21:14:16.355451+0000,430,TCP,0.258,222,207,0.0,1,evil-c2-framework.com
flow_002988,10.144.126.55,151.230.216.44,8080,2024-01-15T21:14:40.259746+0000,765,TCP,3.727,361,447,0.0,0,
flow_002039,10.41.185.60,151.106.21.224,8080,2024-01-15T21:15:03.999544+0000,214,TCP,4.837,70,143,0.0,0,
flow_001620,10.243.51.245,67.145.110.66,443,2024-01-15T21:15:15.465873+0000,430,TCP,3.406,184,243,0.0,0,
flow_002989,10.144.126.55,151.230.216.44,8080,2024-01-15T21:15:20.141341+0000,747,TCP,1.619,187,521,0.0,1,sneaky-update-service.com
flow_002040,10.41.185.60,151.106.21.224,8080,2024-01-15T21:16:02.913936+0000,246,TCP,0.734,104,158,1.0,0,
flow_001621,10.243.51.245,67.145.110.66,443,2024-01-15T21:16:14.548465+0000,424,TCP,0.557,185,234,0.0,1,evil-c2-framework.com
flow_002990,10.144.126.55,151.230.216.44,8080,2024-01-15T21:16:16.243802+0000,685,TCP,1.713,310,398,0.0,0,
flow_002041,10.41.185.60,151.106.21.224,8080,2024-01-15T21:16:58.005897+0000,200,TCP,4.414,70,137,0.0,1,sneaky-update-service.com
flow_002991,10.144.126.55,151.230.216.44,8080,2024-01-15T21:17:13.347897+0000,736,TCP,3.86,315,465,1.0,0,
flow_001622,10.243.51.245,67.145.110.66,443,2024-01-15T21:17:14.789011+0000,409,TCP,1.295,49,321,0.0,1,evil-c2-framework.com
flow_002042,10.41.185.60,151.106.21.224,8080,2024-01-15T21:17:48.041567+0000,229,TCP,4.699,106,122,0.0,1,sneaky-update-service.com
flow_002992,10.144.126.55,151.230.216.44,8080,2024-01-15T21:18:02.532404+0000,744,TCP,1.179,288,405,0.0,0,
flow_001623,10.243.51.245,67.145.110.66,443,2024-01-15T21:18:14.425075+0000,458,TCP,3.39,204,261,0.0,0,
flow_002043,10.41.185.60,151.106.21.224,8080,2024-01-15T21:18:49.159769+0000,249,TCP,3.807,123,122,0.0,0,
flow_002993,10.144.126.55,151.230.216.44,8080,2024-01-15T21:19:01.203420+0000,765,TCP,0.68,292,461,0.0,0,
flow_001624,10.243.51.245,67.145.110.66,443,2024-01-15T21:19:15.132905+0000,436,TCP,3.203,192,240,0.0,1,evil-c2-framework.com
flow_002044,10.41.185.60,151.106.21.224,8080,2024-01-15T21:19:45.671674+0000,236,TCP,4.399,134,115,0.0,1,sneaky-update-service.com
flow_002994,10.144.126.55,151.230.216.44,8080,2024-01-15T21:20:02.387790+0000,790,TCP,1.061,528,218,0.0,0,
flow_001625,10.243.51.245,67.145.110.66,443,2024-01-15T21:20:17.283581+0000,439,TCP,1.048,194,237,0.0,1,evil-c2-framework.com
flow_002045,10.41.185.60,151.106.21.224,8080,2024-01-15T21:20:48.106764+0000,214,TCP,4.608,82,132,0.0,1,sneaky-update-service.com
flow_002995,10.144.126.55,151.230.216.44,8080,2024-01-15T21:20:59.676514+0000,699,TCP,0.392,351,337,0.0,0,
flow_001626,10.243.51.245,67.145.110.66,443,2024-01-15T21:21:18.695727+0000,439,TCP,1.137,204,243,0.0,0,
flow_002046,10.41.185.60,151.106.21.224,8080,2024-01-15T21:21:45.671203+0000,281,TCP,0.111,142,143,0.0,1,sneaky-update-service.com
flow_002996,10.144.126.55,151.230.216.44,8080,2024-01-15T21:21:49.163690+0000,756,TCP,4.013,365,350,0.0,1,sneaky-update-service.com
flow_001627,10.243.51.245,67.145.110.66,443,2024-01-15T21:22:19.915970+0000,424,TCP,4.771,256,179,0.0,1,evil-c2-framework.com
flow_002047,10.41.185.60,151.106.21.224,8080,2024-01-15T21:22:42.444864+0000,266,TCP,4.307,100,188,0.0,0,
flow_002997,10.144.126.55,151.230.216.44,8080,2024-01-15T21:22:46.301714+0000,708,TCP,1.161,345,355,1.0,0,
flow_001628,10.243.51.245,67.145.110.66,443,2024-01-15T21:23:20.932828+0000,443,TCP,2.562,211,214,1.0,0,
flow_002048,10.41.185.60,151.106.21.224,8080,2024-01-15T21:23:42.970587+0000,240,TCP,4.567,140,111,0.0,0,
flow_002998,10.144.126.55,151.230.216.44,8080,2024-01-15T21:23:48.359197+0000,800,TCP,3.918,410,396,1.0,0,
flow_001629,10.243.51.245,67.145.110.66,443,2024-01-15T21:24:20.499936+0000,423,TCP,3.108,131,286,0.0,0,
flow_002999,10.144.126.55,151.230.216.44,8080,2024-01-15T21:24:28.550094+0000,755,TCP,3.308,174,558,0.0,1,sneaky-update-service.com
flow_002049,10.41.185.60,151.106.21.224,8080,2024-01-15T21:24:36.760978+0000,230,TCP,0.427,92,137,0.0,1,sneaky-update-service.com
flow_001630,10.243.51.245,67.145.110.66,443,2024-01-15T21:25:20.772853+0000,418,TCP,4.991,175,237,0.0,1,evil-c2-framework.com
flow_003000,10.144.126.55,151.230.216.44,8080,2024-01-15T21:25:27.750743+0000,834,TCP,4.921,172,665,0.0,0,
flow_002050,10.41.185.60,151.106.21.224,8080,2024-01-15T21:25:37.689307+0000,212,TCP,1.077,107,113,0.0,1,sneaky-update-service.com
flow_001631,10.243.51.245,67.145.110.66,443,2024-01-15T21:26:21.151929+0000,453,TCP,4.9,238,208,0.0,0,
flow_003001,10.144.126.55,151.230.216.44,8080,2024-01-15T21:26:30.214448+0000,794,TCP,1.408,410,395,0.0,0,
flow_002051,10.41.185.60,151.106.21.224,8080,2024-01-15T21:26:33.149216+0000,241,TCP,4.868,126,115,0.0,1,sneaky-update-service.com
flow_003002,10.144.126.55,151.230.216.44,8080,2024-01-15T21:27:10.568892+0000,932,TCP,3.993,440,446,0.0,0,
flow_001632,10.243.51.245,67.145.110.66,443,2024-01-15T21:27:20.567278+0000,449,TCP,0.608,170,277,0.0,1,evil-c2-framework.com
flow_002052,10.41.185.60,151.106.21.224,8080,2024-01-15T21:27:29.764641+0000,233,TCP,0.561,107,128,0.0,0,
flow_003003,10.144.126.55,151.230.216.44,8080,2024-01-15T21:28:04.430466+0000,716,TCP,2.138,424,275,0.0,1,sneaky-update-service.com
flow_002053,10.41.185.60,151.106.21.224,8080,2024-01-15T21:28:17.624627+0000,256,TCP,1.388,71,194,0.0,0,
flow_001633,10.243.51.245,67.145.110.66,443,2024-01-15T21:28:19.338802+0000,439,TCP,3.682,164,289,0.0,1,evil-c2-framework.com
flow_003004,10.144.126.55,151.230.216.44,8080,2024-01-15T21:29:02.651842+0000,738,TCP,3.483,290,438,0.0,1,sneaky-update-service.com
flow_002054,10.41.185.60,151.106.21.224,8080,2024-01-15T21:29:11.104936+0000,255,TCP,3.749,113,157,1.0,1,sneaky-update-service.com
flow_001634,10.243.51.245,67.145.110.66,443,2024-01-15T21:29:19.032449+0000,428,TCP,0.769,212,197,0.0,0,
flow_003005,10.144.126.55,151.230.216.44,8080,2024-01-15T21:29:59.549595+0000,772,TCP,2.682,370,433,0.0,0,
flow_002055,10.41.185.60,151.106.21.224,8080,2024-01-15T21:30:00.285128+0000,218,TCP,1.389,63,139,0.0,1,sneaky-update-service.com
flow_001635,10.243.51.245,67.145.110.66,443,2024-01-15T21:30:21.723833+0000,451,TCP,2.84,147,304,0.0,1,evil-c2-framework.com
flow_003006,10.144.126.55,151.230.216.44,8080,2024-01-15T21:30:46.783734+0000,719,TCP,1.583,451,300,0.0,1,sneaky-update-service.com
flow_002056,10.41.185.60,151.106.21.224,8080,2024-01-15T21:30:59.882027+0000,213,TCP,1.189,146,67,0.0,1,sneaky-update-service.com
flow_001636,10.243.51.245,67.145.110.66,443,2024-01-15T21:31:24.156543+0000,422,TCP,0.157,211,213,0.0,0,
flow_003007,10.144.126.55,151.230.216.44,8080,2024-01-15T21:31:33.509443+0000,752,TCP,4.051,331,400,0.0,0,
flow_002057,10.41.185.60,151.106.21.224,8080,2024-01-15T21:32:01.954227+0000,83818,TCP,53.685,71557,11440,,0,
flow_002058,10.41.185.60,151.106.21.224,8080,2024-01-15T21:32:04.545670+0000,111257,TCP,11.948,90225,21988,,0,
flow_002059,10.41.185.60,151.106.21.224,8080,2024-01-15T21:32:08.147734+0000,228,TCP,1.966,142,98,0.0,1,sneaky-update-service.com
flow_001637,10.243.51.245,67.145.110.66,443,2024-01-15T21:32:22.263935+0000,414,TCP,2.093,161,210,0.0,1,evil-c2-framework.com
flow_003008,10.144.126.55,151.230.216.44,8080,2024-01-15T21:32:29.909496+0000,751,TCP,3.591,224,505,0.0,0,
flow_002060,10.41.185.60,151.106.21.224,8080,2024-01-15T21:33:08.151000+0000,266,TCP,4.72,149,112,0.0,0,
flow_001638,10.243.51.245,67.145.110.66,443,2024-01-15T21:33:26.565878+0000,439,TCP,3.832,176,285,0.0,1,evil-c2-framework.com
flow_003009,10.144.126.55,151.230.216.44,8080,2024-01-15T21:33:32.403281+0000,720,TCP,3.014,301,418,0.0,0,
flow_002061,10.41.185.60,151.106.21.224,8080,2024-01-15T21:33:56.660314+0000,272,TCP,3.543,140,144,0.0,0,
flow_003010,10.144.126.55,151.230.216.44,8080,2024-01-15T21:34:18.697217+0000,711,TCP,0.601,356,369,0.0,1,sneaky-update-service.com
flow_001639,10.243.51.245,67.145.110.66,443,2024-01-15T21:34:25.420482+0000,417,TCP,0.896,168,236,0.0,1,evil-c2-framework.com
flow_002062,10.41.185.60,151.106.21.224,8080,2024-01-15T21:34:51.325999+0000,247,TCP,1.371,89,161,0.0,0,
flow_003011,10.144.126.55,151.230.216.44,8080,2024-01-15T21:35:19.933793+0000,807,TCP,1.263,277,523,0.0,0,
flow_001640,10.243.51.245,67.145.110.66,443,2024-01-15T21:35:25.816990+0000,416,TCP,3.295,149,239,0.0,0,
flow_002063,10.41.185.60,151.106.21.224,8080,2024-01-15T21:35:43.460408+0000,261,TCP,0.959,97,158,0.0,1,sneaky-update-service.com
flow_003012,10.144.126.55,151.230.216.44,8080,2024-01-15T21:36:07.177322+0000,702,TCP,4.024,384,288,0.0,1,sneaky-update-service.com
flow_001641,10.243.51.245,67.145.110.66,443,2024-01-15T21:36:25.616237+0000,437,TCP,3.032,107,302,0.0,0,
flow_002064,10.41.185.60,151.106.21.224,8080,2024-01-15T21:36:37.898803+0000,244,TCP,0.508,89,164,0.0,0,
flow_003013,10.144.126.55,151.230.216.44,8080,2024-01-15T21:36:58.880592+0000,731,TCP,0.702,224,507,0.0,0,
flow_001642,10.243.51.245,67.145.110.66,443,2024-01-15T21:37:27.976015+0000,444,TCP,1.814,146,296,0.0,1,evil-c2-framework.com
flow_002065,10.41.185.60,151.106.21.224,8080,2024-01-15T21:37:38.446729+0000,212,TCP,0.798,131,71,1.0,0,
flow_003014,10.144.126.55,151.230.216.44,8080,2024-01-15T21:37:43.283423+0000,737,TCP,4.764,352,391,0.0,0,
flow_003015,10.144.126.55,151.230.216.44,8080,2024-01-15T21:38:24.707732+0000,811,TCP,1.389,460,373,0.0,0,
flow_001643,10.243.51.245,67.145.110.66,443,2024-01-15T21:38:27.624007+0000,454,TCP,0.37,319,131,0.0,0,
flow_002066,10.41.185.60,151.106.21.224,8080,2024-01-15T21:38:36.615257+0000,254,TCP,2.063,135,115,0.0,1,sneaky-update-service.com
flow_002067,10.41.185.60,151.106.21.224,8080,2024-01-15T21:39:23.119205+0000,268,TCP,3.609,108,165,0.0,1,sneaky-update-service.com
flow_003016,10.144.126.55,151.230.216.44,8080,2024-01-15T21:39:28.825711+0000,718,TCP,0.317,385,370,0.0,0,
flow_001644,10.243.51.245,67.145.110.66,443,2024-01-15T21:39:28.923416+0000,426,TCP,4.767,161,262,0.0,0,
flow_003017,10.144.126.55,151.230.216.44,8080,2024-01-15T21:40:11.357453+0000,708,TCP,2.316,318,394,0.0,0,
flow_002068,10.41.185.60,151.106.21.224,8080,2024-01-15T21:40:24.449237+0000,238,TCP,0.252,126,102,1.0,0,
flow_001645,10.243.51.245,67.145.110.66,443,2024-01-15T21:40:31.013111+0000,442,TCP,2.031,173,285,0.0,0,
flow_003018,10.144.126.55,151.230.216.44,8080,2024-01-15T21:40:59.675765+0000,762,TCP,3.159,380,399,0.0,0,
flow_002069,10.41.185.60,151.106.21.224,8080,2024-01-15T21:41:15.676266+0000,235,TCP,4.179,145,94,0.0,0,
flow_001646,10.243.51.245,67.145.110.66,443,2024-01-15T21:41:31.312765+0000,451,TCP,3.658,216,246,0.0,1,evil-c2-framework.com
flow_003019,10.144.126.55,151.230.216.44,8080,2024-01-15T21:41:53.856584+0000,785,TCP,1.283,381,431,0.0,1,sneaky-update-service.com
flow_002070,10.41.185.60,151.106.21.224,8080,2024-01-15T21:42:15.629365+0000,223,TCP,0.592,91,126,0.0,0,
flow_001647,10.243.51.245,67.145.110.66,443,2024-01-15T21:42:29.649676+0000,437,TCP,4.86,200,236,0.0,0,
flow_003020,10.144.126.55,151.230.216.44,8080,2024-01-15T21:42:58.935703+0000,781,TCP,3.459,430,351,1.0,0,
flow_002071,10.41.185.60,151.106.21.224,8080,2024-01-15T21:43:02.970269+0000,259,TCP,0.603,108,150,0.0,0,
flow_001648,10.243.51.245,67.145.110.66,443,2024-01-15T21:43:28.046294+0000,447,TCP,2.699,314,142,0.0,0,
flow_003021,10.144.126.55,151.230.216.44,8080,2024-01-15T21:43:43.102289+0000,689,TCP,4.383,346,368,0.0,0,
flow_002072,10.41.185.60,151.106.21.224,8080,2024-01-15T21:43:55.082685+0000,216,TCP,4.608,87,124,1.0,0,
flow_001649,10.243.51.245,67.145.110.66,443,2024-01-15T21:44:28.751696+0000,425,TCP,2.703,213,198,0.0,0,
flow_003022,10.144.126.55,151.230.216.44,8080,2024-01-15T21:44:28.888317+0000,700,TCP,2.709,232,449,0.0,0,
flow_002073,10.41.185.60,151.106.21.224,8080,2024-01-15T21:44:45.141869+0000,238,TCP,4.387,117,122,0.0,0,
flow_001650,10.243.51.245,67.145.110.66,443,2024-01-15T21:45:26.467167+0000,460,TCP,0.902,316,130,0.0,0,
flow_003023,10.144.126.55,151.230.216.44,8080,2024-01-15T21:45:31.823399+0000,785,TCP,3.079,437,357,0.0,0,
flow_002074,10.41.185.60,151.106.21.224,8080,2024-01-15T21:45:44.258637+0000,239,TCP,4.5,101,124,0.0,1,sneaky-update-service.com
flow_001651,10.243.51.245,67.145.110.66,443,2024-01-15T21:46:30.445605+0000,408,TCP,0.772,174,211,0.0,1,evil-c2-framework.com
flow_003024,10.144.126.55,151.230.216.44,8080,2024-01-15T21:46:34.812177+0000,755,TCP,1.745,382,376,0.0,1,sneaky-update-service.com
flow_002075,10.41.185.60,151.106.21.224,8080,2024-01-15T21:46:42.361866+0000,228,TCP,1.758,96,120,0.0,1,sneaky-update-service.com
flow_003025,10.144.126.55,151.230.216.44,8080,2024-01-15T21:47:14.297940+0000,735,TCP,0.409,266,417,0.0,0,
flow_001652,10.243.51.245,67.145.110.66,443,2024-01-15T21:47:32.166618+0000,422,TCP,3.122,154,263,0.0,1,evil-c2-framework.com
flow_002076,10.41.185.60,151.106.21.224,8080,2024-01-15T21:47:39.191559+0000,216,TCP,0.238,54,148,0.0,0,
flow_001653,10.243.51.245,67.145.110.66,443,2024-01-15T21:48:33.059513+0000,419,TCP,4.791,210,221,0.0,0,
flow_002077,10.41.185.60,151.106.21.224,8080,2024-01-15T21:48:38.379759+0000,227,TCP,2.842,110,116,0.0,0,
flow_002078,10.41.185.60,151.106.21.224,8080,2024-01-15T21:49:28.019100+0000,227,TCP,1.591,132,101,0.0,0,
flow_001654,10.243.51.245,67.145.110.66,443,2024-01-15T21:49:31.239089+0000,438,TCP,1.451,227,209,0.0,0,
flow_002079,10.41.185.60,151.106.21.224,8080,2024-01-15T21:50:26.820489+0000,264,TCP,2.355,115,147,0.0,1,sneaky-update-service.com
flow_001655,10.243.51.245,67.145.110.66,443,2024-01-15T21:50:34.334401+0000,448,TCP,4.037,164,293,1.0,0,
flow_002080,10.41.185.60,151.106.21.224,8080,2024-01-15T21:51:24.282829+0000,221,TCP,4.954,130,86,0.0,0,
flow_001188,10.179.90.248,52.251.26.45,443,2024-01-15T21:51:25.185013+0000,1161,TCP,12.362,476,698,0.0,1,update.microsoft.com
flow_002081,10.41.185.60,151.106.21.224,8080,2024-01-15T21:52:22.383615+0000,255,TCP,1.393,87,162,0.0,0,
flow_002082,10.41.185.60,151.106.21.224,8080,2024-01-15T21:53:16.251320+0000,207,TCP,4.137,35,164,1.0,1,sneaky-update-service.com
flow_002083,10.41.185.60,151.106.21.224,8080,2024-01-15T21:54:08.109235+0000,272,TCP,4.688,149,140,0.0,0,
flow_002084,10.41.185.60,151.106.21.224,8080,2024-01-15T21:54:56.491580+0000,221,TCP,2.552,57,158,0.0,1,sneaky-update-service.com
flow_002085,10.41.185.60,151.106.21.224,8080,2024-01-15T21:55:46.804847+0000,241,TCP,1.684,132,116,0.0,0,
flow_002086,10.41.185.60,151.106.21.224,8080,2024-01-15T21:56:49.069692+0000,216,TCP,0.132,122,81,0.0,0,
flow_002087,10.41.185.60,151.106.21.224,8080,2024-01-15T21:57:46.128884+0000,246,TCP,2.825,81,174,0.0,0,
flow_002088,10.41.185.60,151.106.21.224,8080,2024-01-15T21:58:48.463243+0000,235,TCP,2.428,114,120,0.0,1,sneaky-update-service.com
flow_002089,10.41.185.60,151.106.21.224,8080,2024-01-15T21:59:46.999732+0000,215,TCP,3.037,115,110,0.0,0,
flow_002090,10.41.185.60,151.106.21.224,8080,2024-01-15T22:00:46.050955+0000,249,TCP,2.303,111,111,0.0,0,
flow_002091,10.41.185.60,151.106.21.224,8080,2024-01-15T22:01:34.275536+0000,270,TCP,3.067,114,166,1.0,0,
flow_002092,10.41.185.60,151.106.21.224,8080,2024-01-15T22:02:29.137896+0000,244,TCP,1.804,136,111,0.0,0,
flow_002093,10.41.185.60,151.106.21.224,8080,2024-01-15T22:03:24.306410+0000,220,TCP,2.334,95,129,0.0,1,sneaky-update-service.com
flow_002094,10.41.185.60,151.106.21.224,8080,2024-01-15T22:04:20.589414+0000,216,TCP,1.431,122,90,0.0,0,
flow_002095,10.41.185.60,151.106.21.224,8080,2024-01-15T22:05:10.677341+0000,250,TCP,4.606,145,94,0.0,1,sneaky-update-service.com
flow_002096,10.41.185.60,151.106.21.224,8080,2024-01-15T22:06:04.201915+0000,204,TCP,2.179,145,81,0.0,0,
flow_002097,10.41.185.60,151.106.21.224,8080,2024-01-15T22:06:52.134371+0000,281,TCP,4.037,133,148,0.0,1,sneaky-update-service.com
flow_002098,10.41.185.60,151.106.21.224,8080,2024-01-15T22:07:42.780728+0000,251,TCP,3.987,92,153,0.0,1,sneaky-update-service.com
flow_002099,10.41.185.60,151.106.21.224,8080,2024-01-15T22:08:40.041976+0000,258,TCP,4.692,113,134,0.0,0,
flow_002100,10.41.185.60,151.106.21.224,8080,2024-01-15T22:09:35.259652+0000,253,TCP,4.307,106,153,0.0,0,
flow_002101,10.41.185.60,151.106.21.224,8080,2024-01-15T22:10:37.957862+0000,209,TCP,0.59,108,96,0.0,1,sneaky-update-service.com
flow_002102,10.41.185.60,151.106.21.224,8080,2024-01-15T22:11:31.281031+0000,214,TCP,0.772,59,158,0.0,1,sneaky-update-service.com
flow_002103,10.41.185.60,151.106.21.224,8080,2024-01-15T22:12:29.872997+0000,224,TCP,4.162,105,114,0.0,0,
flow_002104,10.41.185.60,151.106.21.224,8080,2024-01-15T22:13:29.012925+0000,222,TCP,1.413,87,128,0.0,1,sneaky-update-service.com
flow_002105,10.41.185.60,151.106.21.224,8080,2024-01-15T22:14:29.280948+0000,240,TCP,3.199,131,95,0.0,1,sneaky-update-service.com
flow_002106,10.41.185.60,151.106.21.224,8080,2024-01-15T22:15:26.038807+0000,216,TCP,2.305,128,72,0.0,1,sneaky-update-service.com
flow_002107,10.41.185.60,151.106.21.224,8080,2024-01-15T22:16:21.575682+0000,230,TCP,1.517,96,137,0.0,0,
flow_002108,10.41.185.60,151.106.21.224,8080,2024-01-15T22:17:09.340583+0000,233,TCP,4.556,108,101,0.0,0,
flow_002109,10.41.185.60,151.106.21.224,8080,2024-01-15T22:18:06.573169+0000,241,TCP,3.784,147,98,0.0,0,
flow_002110,10.41.185.60,151.106.21.224,8080,2024-01-15T22:19:09.103000+0000,205,TCP,2.05,56,149,0.0,1,sneaky-update-service.com
flow_002111,10.41.185.60,151.106.21.224,8080,2024-01-15T22:20:01.914187+0000,259,TCP,4.626,111,152,0.0,0,
flow_001456,10.163.228.160,185.47.117.137,443,2024-01-15T22:22:15.187099+0000,304,TCP,3.139,95,217,0.0,0,
flow_001457,10.163.228.160,185.47.117.137,443,2024-01-15T22:23:12.431998+0000,312,TCP,0.67,154,156,0.0,0,
flow_001458,10.163.228.160,185.47.117.137,443,2024-01-15T22:24:11.396876+0000,314,TCP,0.999,126,183,0.0,0,
flow_001459,10.163.228.160,185.47.117.137,443,2024-01-15T22:25:11.659804+0000,299,TCP,3.714,159,149,0.0,0,
flow_001460,10.163.228.160,185.47.117.137,443,2024-01-15T22:26:11.219860+0000,324,TCP,4.446,191,134,1.0,0,
flow_001461,10.163.228.160,185.47.117.137,443,2024-01-15T22:27:10.257960+0000,314,TCP,1.003,101,213,0.0,0,
flow_001462,10.163.228.160,185.47.117.137,443,2024-01-15T22:28:13.113150+0000,318,TCP,0.733,218,115,0.0,0,
flow_001463,10.163.228.160,185.47.117.137,443,2024-01-15T22:29:11.390148+0000,305,TCP,0.904,140,173,0.0,0,
flow_001464,10.163.228.160,185.47.117.137,443,2024-01-15T22:30:09.922287+0000,315,TCP,1.483,127,213,0.0,0,
flow_001465,10.163.228.160,185.47.117.137,443,2024-01-15T22:31:10.094476+0000,312,TCP,4.157,139,170,1.0,0,
flow_001466,10.163.228.160,185.47.117.137,443,2024-01-15T22:32:09.810094+0000,313,TCP,2.729,91,228,0.0,1,evil-c2-framework.com
flow_001467,10.163.228.160,185.47.117.137,443,2024-01-15T22:33:10.725120+0000,321,TCP,4.688,140,178,0.0,1,evil-c2-framework.com
flow_001468,10.163.228.160,185.47.117.137,443,2024-01-15T22:34:11.637018+0000,292,TCP,2.954,103,156,0.0,1,evil-c2-framework.com
flow_001469,10.163.228.160,185.47.117.137,443,2024-01-15T22:35:10.119315+0000,324,TCP,3.396,97,238,0.0,1,evil-c2-framework.com
flow_001470,10.163.228.160,185.47.117.137,443,2024-01-15T22:36:08.173156+0000,309,TCP,0.743,137,179,0.0,1,evil-c2-framework.com
flow_001471,10.163.228.160,185.47.117.137,443,2024-01-15T22:37:09.486012+0000,300,TCP,4.414,123,145,0.0,1,evil-c2-framework.com
flow_001472,10.163.228.160,185.47.117.137,443,2024-01-15T22:38:11.228756+0000,318,TCP,2.378,124,193,0.0,0,
flow_001222,10.176.219.131,52.92.122.16,443,2024-01-15T22:38:18.701992+0000,1492,TCP,5.628,375,1090,0.0,1,update.microsoft.com
flow_001473,10.163.228.160,185.47.117.137,443,2024-01-15T22:39:10.029021+0000,304,TCP,1.072,151,142,0.0,1,evil-c2-framework.com
flow_001474,10.163.228.160,185.47.117.137,443,2024-01-15T22:40:10.487593+0000,300,TCP,4.475,154,136,0.0,1,evil-c2-framework.com
flow_001475,10.163.228.160,185.47.117.137,443,2024-01-15T22:41:10.332500+0000,303,TCP,0.118,175,127,0.0,0,
flow_001476,10.163.228.160,185.47.117.137,443,2024-01-15T22:42:08.969385+0000,304,TCP,4.998,135,175,0.0,0,
flow_001477,10.163.228.160,185.47.117.137,443,2024-01-15T22:43:09.057466+0000,301,TCP,1.217,121,193,0.0,1,evil-c2-framework.com
flow_001478,10.163.228.160,185.47.117.137,443,2024-01-15T22:44:09.274920+0000,325,TCP,1.108,137,190,0.0,0,
flow_001479,10.163.228.160,185.47.117.137,443,2024-01-15T22:45:10.463539+0000,316,TCP,3.912,179,141,0.0,0,
flow_001480,10.163.228.160,185.47.117.137,443,2024-01-15T22:46:11.533524+0000,306,TCP,0.209,142,149,0.0,1,evil-c2-framework.com
flow_001481,10.163.228.160,185.47.117.137,443,2024-01-15T22:47:11.593166+0000,308,TCP,2.599,150,168,0.0,0,
flow_001482,10.163.228.160,185.47.117.137,443,2024-01-15T22:48:11.428948+0000,303,TCP,0.302,99,202,0.0,0,
flow_001483,10.163.228.160,185.47.117.137,443,2024-01-15T22:49:12.409077+0000,323,TCP,3.937,116,227,0.0,1,evil-c2-framework.com
flow_001484,10.163.228.160,185.47.117.137,443,2024-01-15T22:50:15.106081+0000,327,TCP,2.826,130,202,0.0,0,
flow_001485,10.163.228.160,185.47.117.137,443,2024-01-15T22:51:14.938833+0000,322,TCP,4.853,131,180,0.0,0,
flow_001123,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:15.557543+0000,55279,TCP,167.967,5485,47950,0.0,1,streaming-service.net
flow_001124,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:18.578328+0000,49551,TCP,146.774,9013,39322,0.0,1,streaming-service.net
flow_001125,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:19.948080+0000,45778,TCP,32.364,10609,38254,0.0,1,streaming-service.net
flow_001126,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:21.506356+0000,6173,TCP,42.298,1134,4960,0.0,1,streaming-service.net
flow_001127,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:24.354194+0000,5897,TCP,207.722,626,5115,0.0,0,
flow_001128,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:27.713389+0000,41089,TCP,51.522,10747,31913,0.0,1,streaming-service.net
flow_001129,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:31.123457+0000,31434,TCP,25.71,7186,23047,0.0,1,streaming-service.net
flow_001130,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:33.900267+0000,40083,TCP,70.878,3913,35689,0.0,1,streaming-service.net
flow_001131,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:36.680729+0000,6384,TCP,47.684,672,5140,0.0,1,streaming-service.net
flow_001132,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:37.261020+0000,48515,TCP,59.737,7142,42427,0.0,1,streaming-service.net
flow_001133,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:38.262547+0000,52084,TCP,133.499,7615,50291,0.0,0,
flow_001134,10.68.182.114,185.120.248.195,443,2024-01-15T22:51:40.102290+0000,64775,TCP,76.944,14904,49282,0.0,1,streaming-service.net
